ID ,TICKER,CUSIP   ,NAME                             ,HBTA,BETA,SRISK%,TRISK%,VOLTILTY,MOMENTUM,SIZE    ,SIZENONL,TRADEACT,GROWTH  ,EARNYLD ,VALUE   ,EARNVAR ,LEVERAGE,CURRSEN ,YIELD   ,NONESTU ,INDNAME1,IND1,WGT1%,INDNAME2,IND2,WGT2%,INDNAME3,IND3,WGT3%,INDNAME4,IND4,WGT4%,INDNAME5,IND5,WGT5%,PRICE   ,CAPITALIZATION  ,YLD%  ,SAP500,SAPVAL,SAPGRO,MIDCAP,MIDVAL,MIDGRO,SC600 ,SCVAL ,SCGRO ,E3ESTU,INTRA_MONTH_ADDITION
USA06D1,TBLZ  ,89278P10,TRAILBLAZER RES INC              , 2.421, 2.260,  55.626,  69.456, 5.000,-0.448,-5.020,-5.066,-2.540,-1.537,-2.871,-1.453, 1.495, 2.563,-5.002,-0.804, 1.000,INDPART ,  29, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     0.450,      12722850.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA06F1,NSPR  ,45779A30,INSPIREMD INC                    , 1.947, 2.068,  46.694,  63.017, 4.438,-4.679,-4.595,-5.066,-1.294, 0.435,-5.000,-0.958, 1.067, 0.900, 4.752,-1.050, 1.000,MEDPRODS,  36, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     2.150,      73781550.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA06G1,LYNS  ,53228J10,LIGHTYEAR NETWORK SOLUTIONS IN   , 5.000, 2.101,  57.673,  71.423, 5.000,-3.618,-5.020,-5.066,-2.801, 1.445,-3.150,-3.981, 3.428, 5.001,-3.356,-1.050, 1.000,TELEPHON,  43, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     0.148,       3268876.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA06S1,MPSP  ,58504M10,MEDPRO SAFETY PRODUCTS INC       ,-3.000, 1.264,  46.854,  55.111, 1.690,-2.289,-5.020,-5.066,-2.791, 0.901,-0.246,-3.981, 2.704, 4.375, 4.894,-1.100, 1.000,MEDPRODS,  36, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     0.738,      25473987.500,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA06Z1,MDXG  ,60249610,MIMEDX GROUP INC                 ,-0.433, 0.923,  35.071,  44.365, 1.985, 4.160,-3.100,-2.724,-1.289, 3.521,-1.657,-1.051, 0.541, 0.659,-3.820,-1.050, 1.000,BIOTECH ,  55, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     6.170,     594633750.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA0701,NWCI  ,65106G10,NEWCARDIO INC                    , 0.758, 1.959,  59.370,  70.430, 4.371,-2.173,-5.020,-5.066,-2.828,-2.185,-3.217, 1.029, 3.065, 3.756,-5.002,-1.637, 1.000,MEDPROVR,  35, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     0.002,         53036.800,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA0711,NUIN  ,67060M10,NUTRASTAR INTL INC               , 1.230, 1.644,  43.736,  54.762, 3.241,-3.014,-5.020,-5.066,-2.593, 0.199,-2.028, 0.036, 1.684, 2.204, 5.002,-0.686, 1.000,HOMEPROD,  11, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     0.980,      15595720.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA0721,OOIL  ,68622820,ORIGINOIL INC                    , 1.368, 1.884,  44.803,  60.268, 3.706,-5.000,-5.020,-5.066,-0.704,-0.307,-3.979,-1.339, 2.668, 1.926, 1.252, 0.947, 1.000,OILREF  ,   6, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     0.260,      10975120.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA0741,ANNC  ,03600C10,ANNEC GREEN REFRACTORIES CORP    ,-2.143, 1.409,  32.258,  42.368, 1.737,-0.133,-5.020,-5.066,-2.748, 0.121,-1.932, 0.211, 1.305, 1.157, 3.458,-0.754, 1.000,INDPART ,  29, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     0.750,      14997000.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA0771,UIHC  ,91071010,UNITED INS HLDGS CORP            ,-999.0, 1.000,  25.406,  33.529, 1.591, 0.425,-4.304,-5.066,-1.485,-0.262, 2.255, 0.968, 0.298, 0.430,-0.538,-0.277, 1.000,PRPTYINS,  48, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     7.720,     125087160.000,   1.598,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA0791,VLOV  ,91825830,VLOV INC                         , 2.305, 2.537,  51.867,  72.807, 4.578,-4.787,-5.020,-5.066,-2.024, 2.381, 3.240, 5.000, 1.119, 1.013,-3.589,-1.050, 1.000,APPAREL ,  15, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     0.955,       2519290.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA07Q1,VSST  ,92863D10,VOICE ASSIST INC                 ,-3.000, 1.613,  51.086,  60.822, 2.849,-2.829,-5.020,-5.066,-2.760, 0.990,-2.538,-1.553, 1.965, 3.301,-2.774,-1.050, 1.000,CMPTRSW ,  41, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     0.080,       3600320.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA07V1,WLOL  ,97424P10,WINLAND OCEAN SHIPPING CORP      ,-0.938, 1.829,  45.507,  58.605, 2.656,-2.487,-5.020,-5.066,-2.950, 0.536,-1.365, 5.000, 1.542, 4.232,-1.166,-0.788, 1.000,TRUCKFRT,  34, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     0.028,       5460000.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA0921,AACAY ,00030410,AAC TECHNOLOGIES HLDGS INC       , 0.076, 1.128,  26.113,  33.982, 0.788, 1.638,-1.401,-0.159,-1.962, 0.322,-0.222, 0.028, 0.201, 0.135, 0.068,-0.597, 1.000,ELECEQP ,  38, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    45.590,    5598452000.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA0931,AEBZY ,03252320,ANADOLU EFES BIRACILIK VE MALT   , 0.735, 1.412,  24.683,  36.431, 1.821,-0.887,-1.117,-0.030,-2.267,-0.518,-0.066, 0.038,-0.009, 0.004,-0.647,-0.532, 1.000,ALCOHOL ,   9, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     2.340,    6927628500.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA0941,BZQIY ,08861Q10,BEZEQ ISRAEL TELECOMMUNICATION C , 0.791, 1.164,  24.450,  34.260, 1.663, 0.790,-1.597,-0.284,-2.285,-0.664,-1.434,-0.670, 1.347, 1.936, 4.735, 0.862, 1.000,TELEPHON,  43, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     8.370,    4564492452.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA0951,BLSFY ,09625Q20,BLUESCOPE STL LTD                ,-0.476, 1.203,  29.847,  40.384, 0.658, 2.227,-1.931,-0.581,-1.222,-0.126,-1.305, 0.982, 1.281, 1.166, 5.002,-0.133, 1.000,MINING  ,   1, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    25.340,    2829175524.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA0961,CNGRY ,14918810,CATLIN GROUP LTD                 , 0.801, 0.881,  21.360,  27.121, 0.268,-0.484,-1.951,-0.602,-2.006,-0.295,-0.710, 1.266, 0.681, 0.185, 0.153, 0.020, 1.000,PRPTYINS,  48, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    14.660,    2652631710.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA0971,CRPJY ,16943S10,CHINA RESOURES PWR HLDGS CO LT   , 0.904, 0.728,  13.017,  20.896, 0.136,-0.115,-0.859, 0.042,-2.282,-0.140,-2.150, 0.715,-0.314, 0.691,-2.041, 0.716, 1.000,ELECUTIL,  30, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    35.360,   11276394823.500,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA0981,CCOHY ,16948H10,CHINA ST CONSTRUCTION INTL HLD   , 2.197, 1.294,  18.368,  30.140, 0.587, 0.659,-1.338,-0.125,-1.769,-0.635,-0.626,-0.036, 0.367, 0.888,-0.651,-0.690, 1.000,CONSTRUC,  19, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    80.660,    6273323434.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA0991,CMWAY ,20271260,COMMONWEALTH BANK OF AUSTRALIA   , 1.178, 0.864,  12.343,  21.833,-0.063,-0.420, 0.815, 0.153,-1.788,-0.161, 1.054, 0.677,-0.327,-0.728,-0.450, 0.300, 1.000,BANKS   ,  49, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    64.610,  104146732690.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA09B1,DQJCY ,25756910,DON QUIJOTE CO LTD               , 1.150, 0.897,  25.048,  30.901, 0.550, 0.262,-1.663,-0.334,-1.909,-0.272,-1.031, 0.123, 0.847, 0.643, 0.687,-0.532, 1.000,DEPTSTOR,  18, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,   156.000,    4048928000.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA09C1,EGDCY ,29269D10,ENERGY DEV CORP                  , 0.354, 1.131,  24.987,  33.229, 1.438,-0.837,-1.993,-0.649,-2.251,-0.078,-2.294, 0.846, 0.098, 1.034, 3.924, 0.606, 1.000,ELECUTIL,  30, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    12.250,    2296875000.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA09D1,FRRVY ,31543710,FERROVIAL S A                    , 1.594, 1.438,  18.655,  32.161, 0.938, 0.351,-0.807, 0.052,-1.863,-0.664,-0.397,-0.097, 0.174, 0.728, 3.438,-0.639, 1.000,CONSTRUC,  19, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    16.850,   12359643500.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA09E1,GMELY ,38173510,GOME ELECTRICAL APPLIANCES HLD   , 1.526, 1.318,  31.919,  41.545, 1.108,-3.603,-2.421,-1.245,-2.346, 0.310,-0.727,-0.333, 0.493, 0.784, 2.527,-0.637, 1.000,SPLTYRET,  17, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     9.930,    1675693458.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA09F1,HTCMY ,43358L10,HITACHI CONSTR MACHY CO LTD      , 1.365, 1.525,  20.344,  35.351, 0.696,-0.924,-1.618,-0.300,-2.061,-0.199, 0.796, 0.319, 0.337, 0.403, 1.340,-0.322, 1.000,HEAVYMCH,  28, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    39.420,    4239916650.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA09G1,KUIRY ,50126410,KUONI REISEN HLDG AG             , 1.998, 1.268,  25.485,  34.390, 1.282,-0.947,-2.516,-1.409,-2.436, 0.452,-0.620,-0.377, 0.192, 0.656, 4.369,-0.675, 1.000,INFOSVCS,  45, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     7.550,    1414870000.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA09H1,KURRY ,50127R10,KURARAY CO LTD                   , 0.525, 1.077,  17.772,  26.475,-0.023,-0.823,-1.469,-0.199,-1.948,-0.146,-0.031,-0.242, 0.192, 0.339, 0.094, 0.084, 1.000,CHEMICAL,   4, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    33.090,    4222989920.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA09J1,MAHLY ,58502T10,MEDIPAL HLDGS CORP               , 0.398, 0.934,  24.606,  30.696, 0.177,-1.093,-1.865,-0.513,-1.559, 0.285,-0.794,-0.231, 0.075, 0.064,-2.053,-0.699, 1.000,MEDPRODS,  36, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    11.170,    2731333080.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA09K1,MBLTY ,59071710,MESOBLAST LTD                    , 2.403, 1.340,  33.951,  44.003, 1.448,-3.330,-2.330,-1.098,-2.255, 0.897,-3.276,-0.724, 1.472, 0.580, 1.986,-0.955, 1.000,BIOTECH ,  55, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    24.340,    1535484032.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA09L1,MHTLY ,59146510,METCASH LTD                      , 1.176, 0.939,  24.709,  30.867, 0.504,-1.846,-1.955,-0.607,-2.191, 0.131,-0.484,-0.171, 0.297, 0.626, 0.453,-0.274, 1.000,FOODBEV ,   8, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    17.080,    2507073566.667,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA09M1,NOBGY ,65504R10,NOBLE GROUP LTD                  , 2.203, 1.477,  26.771,  38.523, 1.108,-2.964,-1.586,-0.277,-1.884, 0.021,-0.172, 0.037,-0.054, 1.105, 1.789,-0.448, 1.000,INDSVCS ,  46, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    12.515,    3972794764.750,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA09N1,BKRKY ,69366X10,PT BK RAKYAT                     , 1.750, 1.233,  23.007,  32.987, 1.089,-1.317,-0.474, 0.092,-1.873,-0.090, 0.497, 0.825, 0.141,-0.338, 0.587, 0.175, 1.000,BANKS   ,  49, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    11.980,   14776826840.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA09O1,PSGTY ,69367J10,PT SEMEN INDONESIA PERSERO TBK   , 1.072, 1.506,  22.846,  35.341, 1.030,-0.492,-1.086,-0.019,-1.613,-0.648,-0.517,-0.065, 0.276, 0.812, 0.298,-0.666, 1.000,CONSTRUC,  19, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    22.320,    6619576320.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA09P1,PCFBY ,69402P10,PACIFIC BASIN SHIPPING LTD       , 1.169, 1.011,  19.959,  28.842, 0.429, 0.049,-2.663,-1.690,-2.458,-0.086,-0.216, 0.011, 0.097, 0.584, 3.686,-0.442, 1.000,TRUCKFRT,  34, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    13.000,    1258775050.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA09Q1,PRSEY ,74346V10,PROSAFE SE                       , 1.713, 1.305,  22.616,  37.084, 0.942, 0.053,-2.068,-0.738,-1.663, 0.085,-0.052, 0.755, 0.436, 0.525, 3.530,-0.638, 1.000,OILSVCS ,   7, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     8.880,    2095440240.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA09S1,SGPRY ,82929X10,SINGAPORE PRESS HLDGS LTD        , 0.556, 0.855,  14.736,  22.738,-0.624,-0.604,-1.434,-0.178,-2.148, 0.093, 0.358, 0.335,-0.229, 0.237, 0.266, 0.208, 1.000,PUBLISH ,  20, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    15.430,    4989568240.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA09T1,SVNLY ,86959C10,SVENSKA HANDELSBANKEN AB         , 2.026, 1.010,  15.734,  25.235, 0.498,-0.382,-0.192, 0.101,-1.832,-0.106, 0.619, 0.792, 0.039,-0.424, 0.014, 0.202, 1.000,BANKS   ,  49, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    21.429,   26731220328.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA09U1,THYCY ,87401G10,TAIHEIYO CEMENT CORP             , 0.987, 1.408,  25.824,  36.391, 1.008, 0.609,-1.640,-0.316,-1.881,-0.618,-0.757,-0.001, 0.477, 0.979, 1.187,-0.720, 1.000,CONSTRUC,  19, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    38.320,    4743253432.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA09V1,TCKGY ,88434410,THOMAS COOK GROUP                , 3.292, 2.154,  43.223,  60.514, 4.891, 5.000,-1.808,-0.459,-2.298,-0.170,-1.932,-0.258, 1.015, 3.036, 5.002,-0.619, 1.000,HOTELS  ,  22, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     4.640,    3336948800.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA09W1,TCYMY ,88749530,TINGYI CAYMAN IS HLDGS CORP      , 1.104, 0.734,  18.711,  24.382,-0.326,-1.554,-0.739, 0.064,-2.120, 0.065, 0.042,-0.311,-0.145, 0.258, 1.036,-0.156, 1.000,FOODBEV ,   8, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    48.600,   13594068810.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA09X1,THKUY ,88948U10,TOLL HLDGS LTD                   , 2.427, 1.326,  23.559,  34.615, 1.030,-1.290,-1.774,-0.427,-2.517,-0.135, 0.168,-0.091,-0.226, 0.315, 4.062,-0.355, 1.000,TRUCKFRT,  34, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     9.720,    3485271240.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA09Y1,TSUKY ,89230620,TOYO SUISAN KAISHA LTD           ,-0.298, 0.632,  23.519,  27.056,-0.109, 0.139,-1.827,-0.476,-2.348, 0.124,-0.429,-0.186, 0.251, 0.587,-1.732,-0.262, 1.000,FOODBEV ,   8, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,   300.000,    3326430000.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA09Z1,TKYVY ,90015N10,TURKIYE VAKIFLAR BANKASI TAO     , 0.743, 1.318,  28.099,  37.449, 1.583,-0.839,-1.438,-0.180,-2.141,-0.038, 0.081, 0.936, 0.491,-0.047, 1.553, 0.081, 1.000,BANKS   ,  49, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    19.440,    4860000000.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA0A11,CIHKY ,16950T10,CHINA MERCHANTS BK CO LTD        , 1.618, 1.227,  23.458,  33.510, 1.040,-1.667,-1.298,-0.106,-2.135,-0.045, 0.141, 0.920, 0.440,-0.089, 1.072, 0.094, 1.000,BANKS   ,  49, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     8.930,    6984113708.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA0A21,DNIYY ,23624A20,DANIELI S P A                    , 2.589, 1.451,  25.415,  36.726, 1.331,-0.245,-2.981,-2.411,-2.151,-0.025,-0.775,-0.098, 0.333, 0.348, 5.002,-0.493, 1.000,INDPART ,  29, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    17.560,     709863000.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA0A31,HYPMY ,44915J10,HYPERMARCAS S A                  , 2.116, 1.266,  27.008,  35.348, 1.491,-1.014,-1.563,-0.260,-1.978,-0.041,-0.126,-0.471, 0.086, 0.875, 3.254,-0.258, 1.000,HOMEPROD,  11, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     6.670,    4216113670.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA0A41,MAWHY ,56165310,MAN WAH HLDGS LTD                , 3.904, 1.551,  31.866,  43.152, 2.314, 1.476,-2.805,-1.992,-1.616,-0.264,-0.408,-0.207, 0.352, 0.697,-5.002,-0.639, 1.000,CONSDUR ,  13, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    10.030,     888226710.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA0A51,MTTRY ,59160R10,METRO AG                         , 1.425, 1.130,  26.234,  34.265, 0.864,-1.260,-0.951, 0.020,-1.187,-0.311,-0.723, 0.041, 0.589, 0.428, 2.502,-0.462, 1.000,DEPTSTOR,  18, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     7.420,   12024481000.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA0A61,SCHYY ,80007R10,SANDS CHINA LTD                  , 2.381, 1.361,  19.399,  32.391, 0.792, 0.802, 0.131, 0.102,-1.632,-0.276,-1.094,-0.481, 0.310, 2.450, 3.357,-0.430, 1.000,HOTELS  ,  22, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    56.860,   45822785994.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA0AD1,MKIT  ,60845610,MOKITA INC                       , 0.932, 1.640,  41.901,  53.507, 3.154,-2.329,-5.020,-5.066,-2.180, 0.818,-1.847, 0.389, 1.735, 3.582,-5.002,-0.958, 1.000,FINSVCS ,  52, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     5.000,      39000000.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA0AM1,LON   ,54179W10,LONCOR RESOURCES INC             , 1.620, 2.183,  54.395,  79.101, 5.000,-5.000,-5.020,-5.066,-2.257, 4.326,-4.839, 5.000, 5.000, 0.950, 3.203,-0.657, 1.000,GOLD    ,   2, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     0.180,      13219200.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA0AO1,GYSLF ,27887T10,ECO ORO MINERALS CORP            , 3.400, 2.052,  48.075,  73.002, 5.000,-5.000,-5.007,-5.066,-2.200, 1.591,-5.000, 1.024, 4.942, 0.696, 5.002,-0.558, 1.000,GOLD    ,   2, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     0.572,      48203684.400,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA0AS1,ONYX  ,68340110,ONYX SVC & SOLUTIONS INC         , 1.775, 1.989,  49.113,  62.143, 5.000, 0.000,-5.020,-5.066,-2.969, 0.914,-2.602, 0.590, 2.369, 4.109,-5.002,-1.128, 1.000,FINSVCS ,  52, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     0.010,        669270.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA0B11,DLMAF ,25675T10,DOLLARAMA INC                    , 0.328, 0.537,  16.350,  20.828,-0.857, 0.419,-1.460,-0.193,-1.929,-0.074,-0.311,-0.646,-0.188, 0.104,-1.103,-0.593, 1.000,SPLTYRET,  17, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    72.758,    5221696144.000,   0.944,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA0B21,FTTN  ,33717A20,FIRST TITAN CORP                 ,-1.836, 1.982,  43.128,  59.553, 2.539,-5.000,-5.020,-5.066,-1.630,-0.014,-2.091, 0.784, 1.978, 1.631,-5.002,-0.822, 1.000,HEAVYELC,  27, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     0.790,       7318560.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA0B31,RBCC  ,75081A20,RAINBOW CORAL CORP               , 1.020, 1.744,  58.750,  70.078, 3.415,-5.000,-5.020,-5.066,-1.195, 0.408,-2.669, 0.410, 2.134, 2.153,-5.002,-0.766, 1.000,FOODBEV ,   8, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     0.260,       4038320.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA0BJ1,BLMT  ,05573H10,BSB BANCORP INC MD               , 0.469, 0.655,  19.295,  27.457,-0.125,-0.410,-4.262,-5.066,-1.616, 1.643,-0.563, 1.885, 1.732, 0.956,-0.482,-1.050, 1.000,BANKS   ,  49, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    14.000,     126784000.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA0BS1,ORIG  ,Y6435420,OCEAN RIG UDW INC                , 1.838, 1.457,  28.322,  42.053, 0.762,-1.120,-2.107,-0.785,-1.114, 2.332,-0.469, 2.650, 1.829, 1.677, 1.191,-1.050, 1.000,OILSVCS ,   7, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    17.440,    2297284000.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA0C01,WFBI  ,94073010,WASHINGTONFIRST BANKSHARES INC   ,-999.0, 0.917,  24.142,  33.016, 0.929,-0.028,-4.648,-5.066,-1.755, 0.381,-0.489, 2.700, 1.120, 0.985,-0.997,-1.050, 1.000,BANKS   ,  49, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    12.490,      81772030.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA0C11,FBHS  ,34964C10,FORTUNE BRANDS HOME & SEC INC    , 0.923, 1.234,  19.876,  30.595, 0.429, 1.971,-1.268,-0.091, 0.486, 0.770,-0.744,-0.126, 0.243,-0.356, 1.789,-0.619, 0.000,CONSDUR ,  13, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    36.840,    6079189440.000,   0.891,     0,     0,     0,     1,     0,     1,     0,     0,     0,     1,     0
USA0CR1,CSDT  ,14738Y10,CASCADE TECHNOLOGIES CORP        , 1.611, 1.323,  45.423,  54.869, 1.995,-2.919,-5.020,-5.066,-2.953, 3.801,-4.477,-2.463, 2.029, 4.399,-3.270,-1.222, 1.000,MEDPRODS,  36, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     0.012,       2577468.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
