ID ,TICKER,CUSIP   ,NAME                             ,HBTA,BETA,SRISK%,TRISK%,VOLTILTY,MOMENTUM,SIZE    ,SIZENONL,TRADEACT,GROWTH  ,EARNYLD ,VALUE   ,EARNVAR ,LEVERAGE,CURRSEN ,YIELD   ,NONESTU ,INDNAME1,IND1,WGT1%,INDNAME2,IND2,WGT2%,INDNAME3,IND3,WGT3%,INDNAME4,IND4,WGT4%,INDNAME5,IND5,WGT5%,PRICE   ,CAPITALIZATION  ,YLD%  ,SAP500,SAPVAL,SAPGRO,MIDCAP,MIDVAL,MIDGRO,SC600 ,SCVAL ,SCGRO ,E3ESTU,INTRA_MONTH_ADDITION
USA9OV1,TCAP  ,89584810,TRIANGLE CAP CORP                , 0.536, 0.980,  18.068,  26.898,-0.225, 0.613,-2.883,-2.172, 0.033, 1.443, 0.706, 0.377, 0.112, 0.976, 0.156, 2.645, 1.000,SECASSET,  51, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    29.170,     805092000.000,   7.639,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA9OX1,SHOR  ,82521110,SHORETEL INC                     , 1.206, 1.446,  32.761,  43.655, 2.010,-1.546,-3.827,-5.066,-1.672, 0.844,-2.304, 1.027, 1.530, 0.476, 0.949,-1.050, 1.000,ELECEQP ,  38, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     4.910,     288997690.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA9P11,CEHD  ,16890W10,CHINA ELECTRONICS HLDGS INC      , 2.403, 2.261,  61.623,  75.563, 5.000,-2.355,-5.020,-5.066,-2.743, 1.465, 1.021, 5.000, 1.850, 1.463,-5.002,-1.050, 1.000,SPLTYRET,  17, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     0.065,       1090375.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA9P81,DLGC  ,25250T20,DIALOGIC INC                     , 1.634, 2.097,  49.499,  65.522, 4.207,-5.000,-5.020,-5.066,-2.554,-0.073,-4.659,-3.981, 1.508, 5.001, 1.627,-1.050, 1.000,CMPTRSW ,  41, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     1.030,      16427470.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA9PI1,CWYCF ,Y1508P11,CHINA RAILWAY CONSTRUCTION CRP   , 0.090, 1.714,  31.653,  44.097, 2.332, 1.023,-2.099,-0.776,-2.160,-0.593,-0.955, 0.052, 0.644, 1.118, 1.856,-0.764, 1.000,CONSTRUC,  19, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     0.990,    2055533040.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA9PM1,DNFGF ,Y2104210,DONGFENG MOTOR GROUP CO LTD      , 0.482, 1.821,  26.300,  42.255, 1.528,-1.512,-1.697,-0.362,-2.029, 0.127,-0.179,-0.426, 0.968, 0.784, 2.856,-0.686, 1.000,MOTORVEH,  14, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     1.385,    3955188820.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA9PT1,ULTR  ,P9439810,ULTRAPETROL BAHAMAS LTD          , 2.322, 1.837,  37.403,  51.379, 4.052, 1.869,-3.350,-3.465,-2.198, 0.072,-3.286, 1.565, 1.382, 1.894, 0.859,-1.050, 1.000,TRUCKFRT,  34, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     3.350,     470403650.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA9QD1,SBFFF ,N7752F14,SBM OFFSHORE NV                  , 3.734, 1.502,  27.041,  40.921, 1.410,-0.919,-1.664,-0.335,-1.891, 0.063, 0.123, 0.708, 0.289, 0.403, 1.575,-0.599, 1.000,OILSVCS ,   7, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    19.675,    4094898725.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA9QH1,PMBS  ,74609410,PURAMED BIOSCIENCE INC           , 5.000, 1.277,  62.199,  68.751, 2.184,-3.854,-5.020,-5.066,-1.938, 0.749,-2.254,-3.981, 3.376, 3.411, 0.122,-1.230, 1.000,DRUGS   ,  37, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     0.014,        516623.200,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA9QX1,ANPDF ,G0401110,ANTA SPORTS PRODUCTS LIMITED     , 2.320, 1.710,  31.759,  44.516, 2.599, 0.301,-2.004,-0.661,-1.293, 0.008,-0.566,-0.180, 0.155, 0.429, 5.002,-0.776, 1.000,APPAREL ,  15, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     1.260,    3142645380.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA9RL1,JMP   ,46629U10,JMP GROUP INC                    , 1.257, 1.276,  29.206,  39.220, 1.083,-0.470,-4.097,-5.066,-1.854, 2.028,-0.638, 1.172, 1.603, 0.428, 0.627,-0.041, 1.000,SECASSET,  51, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     6.430,     141479290.000,   2.086,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA9RS1,KIOR  ,49721710,KIOR INC                         ,-1.304, 1.694,  45.234,  57.723, 2.562,-2.306,-3.735,-4.844,-1.338, 2.974,-5.000, 0.651, 3.757, 1.530,-2.119,-0.413, 1.000,ENGYRES ,   5, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     2.210,     121819620.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA9RU1,SIBC  ,85703010,STATE INVS BANCORP INC           , 0.050, 0.728,  21.618,  29.753, 0.111,-0.393,-5.020,-5.066,-2.139, 0.101,-0.454, 2.480, 1.178, 1.612, 0.795,-1.050, 1.000,BANKS   ,  49, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    15.250,      37957250.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA9S21,PFMTF ,J6348110,PACIFIC METALS CO LTD            , 0.000, 0.914,  15.713,  25.999,-0.939,-0.892,-2.456,-1.304,-1.325,-0.098,-1.532, 1.042, 1.472, 1.325, 0.010,-0.184, 1.000,MINING  ,   1, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     7.200,    1409551200.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA9SA1,UAN   ,12663310,CVR PARTNERS LP                  , 0.797, 1.133,  21.282,  29.197, 0.255,-0.881,-2.352,-1.133,-0.657,-0.469, 0.337,-0.342, 0.578, 0.233, 2.090, 3.025, 0.000,CHEMICAL,   4, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    18.580,    1357733500.000,   8.424,     0,     0,     0,     0,     0,     0,     0,     0,     0,     1,     0
USA9SB1,CEL   ,M2196U10,CELLCOM ISRAEL LTD               , 0.928, 1.305,  30.321,  40.506, 1.433, 0.598,-2.634,-1.632,-1.537,-0.644, 0.886,-0.781, 2.738, 3.805, 1.303,-1.050, 1.000,WIRELESS,  44, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    10.760,    1070415560.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA9SD1,DHX   ,25301710,DICE HLDGS INC                   , 2.453, 1.272,  28.874,  37.304, 1.425,-0.636,-3.210,-3.036,-0.727, 0.842,-0.135,-0.074,-0.151, 0.598, 0.266,-1.050, 1.000,INDSVCS ,  46, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     8.330,     498733760.000,   0.000,     0,     0,     0,     0,     0,     0,     1,     0,     1,     0,     0
USA9SJ1,MLNX  ,M5136311,MELLANOX TECHNOLOGIES LTD        , 0.949, 1.742,  30.334,  46.152, 2.491,-2.481,-2.204,-0.914, 0.622, 1.458,-0.537,-0.216, 0.550,-0.116, 0.836,-1.050, 1.000,SEMICOND,  39, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    39.420,    1711143360.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA9SU1,HLCSQ ,42326R10,HELICOS BIOSCIENCES CORP         , 1.881, 1.880,  55.204,  66.512, 5.000,-0.322,-5.020,-5.066,-2.749,-2.832,-3.616,-3.981, 3.847, 3.653, 1.411,-1.050, 1.000,BIOTECH ,  55, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     0.003,        269802.300,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA9T71,ALLT  ,M0854Q10,ALLOT COMMUNICATIONS LTD         , 1.499, 1.788,  36.183,  49.512, 3.214,-1.468,-3.273,-3.226,-0.353, 1.046,-1.039,-0.151, 1.019, 0.098, 1.380,-1.050, 1.000,CMPTRHW ,  40, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    12.200,     397890800.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA9TN1,ROSG  ,M8218312,ROSETTA GENOMICS LTD             ,-1.797, 1.496,  40.941,  51.656, 2.563,-2.011,-5.020,-5.066, 0.824, 1.014,-2.538, 1.516, 2.540, 0.735, 0.515,-1.241, 1.000,BIOTECH ,  55, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     3.010,      29275260.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA9TS1,YNDX  ,N9728410,YANDEX N V                       , 2.910, 1.224,  31.156,  40.502, 1.448,-0.159,-1.195,-0.060,-0.198, 1.560,-0.674,-0.711, 2.795,-0.367, 5.002,-1.050, 1.000,INTERNET,  53, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    32.000,    7392672000.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA9TU1,AER   ,N0098510,AERCAP HOLDINGS NV               , 1.711, 1.276,  23.333,  33.505, 0.533, 0.391,-2.198,-0.905,-1.243, 0.206, 1.814, 1.978,-0.010, 3.804, 1.664,-1.050, 1.000,INDSVCS ,  46, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    17.940,    2038217220.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA9TW1,DAC   ,Y1968P10,DANAOS CORPORATION               , 1.827, 1.734,  33.731,  46.791, 2.238,-1.346,-3.268,-3.211,-2.330,-0.055,-0.109, 1.534, 3.081, 4.500, 0.731,-1.050, 1.000,TRUCKFRT,  34, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     4.410,     483569730.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA9TZ1,GNC   ,36191G10,GNC HLDGS INC                    , 1.264, 1.103,  24.302,  31.098, 0.686, 0.916,-1.473,-0.201, 1.429,-0.007,-0.066,-0.651,-0.366, 0.737, 1.150,-0.382, 0.000,SPLTYRET,  17, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    50.870,    4847707520.000,   1.381,     0,     0,     0,     0,     0,     0,     0,     0,     0,     1,     0
USA9U11,RRST  ,M8183P10,RRSAT GLOBAL COMM NTWRK LTD      , 0.940, 1.099,  24.729,  33.882, 1.219, 0.262,-4.204,-5.066,-2.462,-0.706, 0.001, 0.493,-0.500, 0.603,-0.193, 0.520, 1.000,MEDIA   ,  21, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     7.590,     131663730.000,   3.246,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA9UZ1,PLPE  ,71272D10,PEOPLESTRING CORP                , 4.152, 2.128,  52.464,  67.988, 5.000,-4.700,-5.020,-5.066,-1.995,-2.040,-1.021,-1.211, 2.721, 1.502,-5.002,-1.050, 1.000,INTERNET,  53, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     0.011,        688809.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA9VT1,ZBB   ,98876R20,ZBB ENERGY CORPORATION           , 2.285, 2.324,  53.808,  69.559, 4.388,-3.216,-5.020,-5.066,-1.437, 1.504,-4.378, 0.482, 1.326, 0.949, 0.602,-1.050, 1.000,INDPART ,  29, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     0.194,      17167712.100,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA9WK1,EDVP  ,29259Q20,ENDEAVOR PWR CORP                , 3.000, 2.148,  54.623,  69.490, 5.000, 0.569,-5.020,-5.066,-2.544,-3.662,-2.144,-1.546, 3.023, 3.048, 5.002,-0.688, 1.000,ENGYRES ,   5, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     0.105,      16044735.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA9WM1,ACMP  ,00434L10,ACCESS MIDSTREAM PARTNERS L P    , 0.361, 0.813,  16.506,  23.887,-0.207, 1.241,-1.492,-0.213,-0.797, 1.127,-0.730, 0.983,-0.018, 0.923, 0.642, 1.162, 0.000,OILREF  ,   6, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    45.610,    8065900450.000,   4.573,     0,     0,     0,     0,     0,     0,     0,     0,     0,     1,     0
USA9WR1,FBNK  ,31985010,FIRST CONN BANCORP INC MD        , 0.189, 0.604,  18.554,  26.589,-0.123,-0.208,-3.756,-4.928,-1.669, 1.548,-1.107, 1.662, 1.005, 0.632,-1.042,-0.553, 1.000,BANKS   ,  49, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    14.000,     234444000.000,   1.027,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA9X41,WBC   ,92927K10,WABCO HLDGS INC                  , 2.229, 1.430,  15.960,  30.436, 0.199, 0.190,-1.509,-0.224, 0.449,-0.434, 0.056,-0.748, 0.080,-0.151, 0.157,-1.050, 0.000,MOTORVEH,  14, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    77.990,    4882329980.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     1,     0
USA9XX1,TTHI  ,89371620,TRANSITION THERAPEUTICS INC      , 1.437, 1.700,  42.788,  55.324, 4.557, 1.061,-4.377,-5.066,-1.679,-2.047,-3.928,-0.320, 4.019, 0.500, 1.742,-1.154, 1.000,BIOTECH ,  55, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     4.290,     115491090.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA9Y81,TDC   ,88076W10,TERADATA CORP DEL                , 0.933, 1.386,  25.981,  34.613, 0.991,-0.867,-1.005, 0.006, 1.173, 0.456,-0.253,-0.609,-0.417,-0.326, 1.489,-1.050, 0.000,INFOSVCS,  45, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    58.560,    9568704000.000,   0.000,     1,     0,     1,     0,     0,     0,     0,     0,     0,     1,     0
USA9Y91,TAMO  ,87510010,TAMM OIL & GAS CORP              , 1.903, 1.956,  49.106,  62.860, 4.268,-1.132,-5.020,-5.066,-2.020,-0.064,-4.051,-0.678, 2.789, 0.929,-5.002,-0.626, 1.000,ENGYRES ,   5, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     0.181,      16757523.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA9YF1,BICEY ,08873610,BIC SA                           , 0.181, 1.007,  18.089,  26.778,-0.572,-0.322,-1.479,-0.205,-1.356,-0.336, 0.165,-0.359,-0.130, 0.296, 0.285,-0.511, 1.000,CONSDUR ,  13, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    53.250,    5148636000.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA9YL1,SXC   ,86722A10,SUNCOKE ENERGY INC               , 1.951, 1.570,  21.598,  35.530, 0.923,-1.692,-2.639,-1.643, 0.501,-0.096,-0.281, 0.279, 0.006, 1.114, 0.486,-1.050, 0.000,MINING  ,   1, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    15.730,    1100769670.000,   0.000,     0,     0,     0,     0,     0,     0,     1,     0,     1,     1,     0
USA9YM1,CRMB  ,22880310,CRUMBS BAKE SHOP INC             , 2.161, 2.449,  55.999,  74.880, 4.314,-5.000,-5.020,-5.066,-2.044, 3.079,-5.000, 2.099, 2.167, 0.576, 5.002,-1.050, 1.000,SECASSET,  51, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     1.200,      14445600.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA9YN1,ESPI  ,26913L10,E S P RES INC                    , 1.156, 2.462,  55.581,  73.718, 4.611,-5.000,-5.020,-5.066,-2.281, 1.579,-2.245,-1.568, 3.349, 4.134,-1.975,-1.050, 1.000,ENGYRES ,   5, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     0.017,       2570910.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA9YQ1,AG    ,32076V10,FIRST MAJESTIC SILVER CORP       , 1.348, 2.240,  38.917,  56.823, 3.546,-1.692,-2.396,-1.203, 0.609, 1.025, 0.003,-0.012, 1.096, 0.079, 4.358,-1.050, 1.000,MINING  ,   1, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    14.210,    1660040620.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA9Z21,FLDM  ,34385P10,FLUIDIGM CORP DEL                , 1.119, 0.874,  25.527,  32.287, 0.798,-0.026,-3.315,-3.355,-1.395, 1.848,-2.746,-0.496, 0.748,-0.045, 1.404,-1.050, 1.000,MEDPRODS,  36, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    20.460,     521648160.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USA9Z61,COV   ,G2554F11,COVIDIEN PLC                     , 0.905, 0.893,  12.750,  20.177,-0.330,-0.251,-0.176, 0.102,-0.174,-0.335, 0.157,-0.082,-0.457,-0.306, 0.653,-0.110, 0.000,MEDPRODS,  36,  98,DRUGS   ,  37,   2,        ,   0,   0,        ,   0,   0,        ,   0,   0,    59.400,   27946215000.000,   1.944,     1,     1,     1,     0,     0,     0,     0,     0,     0,     1,     0
USA9ZW1,FRAN  ,35179310,FRANCESCAS HLDGS CORP            , 2.411, 1.699,  34.205,  47.258, 2.066,-2.196,-2.647,-1.658, 1.225, 1.971,-0.237,-0.956,-0.212,-0.002, 0.314,-1.050, 0.000,CLOTHING,  16, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    24.120,    1061834760.000,   0.000,     0,     0,     0,     0,     0,     0,     1,     0,     1,     1,     0
USA9ZZ1,EEDG  ,29269W10,ENERGY EDGE TECHNOLOGIES CORP    ,-3.000, 1.033,  55.266,  61.527, 1.147,-3.854,-5.020,-5.066,-1.168, 0.944,-3.573,-1.563, 1.820, 1.587,-5.002,-1.050, 1.000,ENVSVCS ,  26, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     0.011,       1080177.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAA0O1,ZLTQ  ,98933Q10,ZELTIQ AESTHETICS INC            , 0.893, 1.273,  39.900,  48.767, 2.311,-1.643,-3.866,-5.066,-1.906, 2.475,-4.485,-0.171, 1.735, 0.093,-1.553,-1.050, 1.000,MEDPRODS,  36, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     7.990,     288894430.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAA0R1,PBSK  ,73020610,POAGE BANKSHARES INC             , 0.853, 0.623,  22.392,  28.829,-0.158,-0.295,-4.989,-5.066,-2.013, 0.525,-0.076, 2.465, 0.962, 1.456,-0.278,-0.415, 1.000,FINSVCS ,  52, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    15.090,      48635070.000,   1.313,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAA161,ANTQ  ,00035410,A A IMPORTING INC                , 0.338, 0.520,  28.342,  34.393,-0.760,-1.341,-5.020,-5.066,-3.112, 0.732,-3.530, 0.555, 3.294, 3.114, 0.907,-1.387, 1.000,SPLTYRET,  17, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     0.020,         53660.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAA181,AAON  ,00036020,AAON INC                         , 1.034, 1.287,  24.349,  33.902, 1.204, 1.103,-2.891,-2.190,-1.644,-0.065,-0.392,-0.638,-0.214,-0.201,-1.410,-0.565, 1.000,INDPART ,  29, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    23.320,     856660200.000,   1.002,     0,     0,     0,     0,     0,     0,     1,     1,     1,     0,     0
USAA191,AIR   ,00036110,AAR CORP                         , 1.251, 1.241,  22.073,  32.106, 1.092, 0.753,-2.744,-1.858,-0.186,-0.120, 0.493, 1.643,-0.347, 0.993,-0.089,-0.279, 1.000,DEFAERO ,  42, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    25.090,     996900970.000,   1.594,     0,     0,     0,     0,     0,     0,     1,     1,     0,     0,     0
USAA1C1,SD    ,80007P30,SANDRIDGE ENERGY INC             , 2.332, 2.183,  35.328,  53.303, 2.571,-2.577,-1.972,-0.626, 1.673, 0.584,-2.882, 1.439, 1.955, 2.544, 1.775,-1.050, 0.000,ENGYRES ,   5, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     5.150,    2527388250.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     1,     0
USAA1D1,ANW   ,Y0017S10,AEGEAN MARINE PETROLEUM NETWRK   , 1.750, 1.868,  35.305,  50.659, 3.204, 0.024,-3.337,-3.423,-0.357, 0.918, 0.350, 2.191, 0.994, 1.198,-0.829,-0.659, 1.000,OILSVCS ,   7, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     9.150,     432264300.000,   0.809,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAA1G1,ACW   ,00439T20,ACCURIDE CORP NEW                , 2.338, 2.223,  40.555,  58.379, 3.790,-1.671,-3.698,-4.699,-0.352,-0.355,-4.427,-0.449, 1.514, 2.576,-2.762,-1.050, 1.000,MOTORVEH,  14, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     5.240,     248978600.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAA1L1,FKWL  ,35518410,FRANKLIN WIRELESS CORP           , 1.194, 1.726,  41.274,  53.534, 4.221, 0.466,-5.020,-5.066,-2.543,-0.116,-0.044, 1.878, 0.889, 0.771, 2.540,-1.050, 1.000,INTERNET,  53,  69,CMPTRHW ,  40,  31,        ,   0,   0,        ,   0,   0,        ,   0,   0,     1.850,      19191900.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAA1N1,HTHT  ,16949N10,CHINA LODGING GROUP LTD          , 0.850, 1.252,  27.993,  37.715, 0.822, 0.357,-2.633,-1.630,-2.008, 2.132,-0.702,-0.093, 3.579, 0.033, 1.813,-1.050, 1.000,HOTELS  ,  22, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    19.150,    1186141425.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAA2A1,CLDT  ,16208T10,CHATHAM LODGING TR               , 0.986, 0.925,  21.422,  30.158, 0.590,-0.272,-3.434,-3.741,-0.523, 2.889,-1.253, 0.408, 0.614, 1.550,-0.949, 1.386, 1.000,EQTYREIT,  54, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    18.100,     408299800.000,   5.034,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAA2B1,PNG   ,69313910,PAA NAT GAS STORAGE L P          , 0.959, 0.877,  17.699,  25.630, 0.077,-0.582,-2.533,-1.441,-1.599, 0.796,-0.399, 1.727, 0.116, 0.889,-0.739, 3.432, 0.000,OILREF  ,   6, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    22.470,    1373973090.000,   9.265,     0,     0,     0,     0,     0,     0,     0,     0,     0,     1,     0
USAA2C1,PLOW  ,25960R10,DOUGLAS DYNAMICS INC             , 1.060, 1.186,  18.342,  30.046, 0.238,-0.596,-3.576,-4.238,-1.229,-1.038,-0.651, 0.260, 0.281, 1.018, 1.397, 1.723, 0.000,HEAVYMCH,  28, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    14.060,     312455380.000,   5.732,     0,     0,     0,     0,     0,     0,     0,     0,     0,     1,     0
USAA2F1,ADMT  ,00100410,ADM TRONICS UNLIMITED INC        , 0.311, 1.443,  50.196,  57.417, 3.005, 0.032,-5.020,-5.066,-2.941,-2.323,-2.775,-0.640, 2.368, 1.393, 0.290,-1.050, 1.000,MEDPRODS,  36,  57,CHEMICAL,   4,  43,        ,   0,   0,        ,   0,   0,        ,   0,   0,     0.016,        911040.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAA2H1,IGC   ,45408X30,INDIA GLOBALIZATION CAP INC      , 4.563, 2.584,  58.246,  77.118, 5.000,-3.892,-5.020,-5.066,-1.316,-0.857,-4.448, 3.617, 2.163, 1.328,-2.566,-1.050, 1.000,CONSTRUC,  19, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,     1.050,       7406700.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAA2J1,SPB   ,84763R10,SPECTRUM BRANDS HLDGS INC        , 1.100, 0.875,  21.333,  26.844, 0.045, 0.646,-1.901,-0.550,-0.827,-0.142,-0.696,-0.164, 3.127, 1.556,-0.038,-0.188, 0.000,HOMEPROD,  11, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    60.540,    3158492880.000,   1.782,     0,     0,     0,     0,     0,     0,     0,     0,     0,     1,     0
USAA2L1,AEPI  ,00103110,AEP INDS INC                     , 1.228, 1.055,  24.737,  32.344, 0.816, 1.278,-3.315,-3.354,-1.576, 0.572,-0.606,-0.671, 0.437, 1.702,-0.538,-1.050, 1.000,CHEMICAL,   4, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,    78.240,     437909280.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
USAA2O1,AFAP  ,00103810,AFA PROT SYS INC                 , 0.006, 0.302,  17.536,  24.415,-1.675,-0.505,-4.952,-5.066,-2.356, 0.205,-1.627, 0.424, 1.168, 2.122, 0.299,-0.776, 1.000,INDSVCS ,  46, 100,        ,   0,   0,        ,   0,   0,        ,   0,   0,        ,   0,   0,   271.500,      52399500.000,   0.000,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0,     0
